,Unnamed: 0,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,username,num_followers,keywords,sentiment,score
102,102,"Brooklyn and Nicola Peltz’ wedding reception – First dance, cocktail tent and Posh’s dress
https://t.co/cawkzKVIRl
David and Victoria Beckham’s eldest son Brooklyn, 23, has tied the knot with US actress and heiress Nicola Peltz, 27, […]",2022-04-10 13:54:18.764187,1513096208302198784,2022-04-10 10:07:02+00:00,0,0,0,0,JInfo4us,2378,Victoria Tent,Negative,0.3860875070095062
103,103,"@ourplacesociety My understanding is there is a mix of people at that encampment

There are those who failed out of housing

Those who are new to Victoria

And then there are housed people like Shea Smith trying to create a tent city

Now they're calling it the Vic High Village to avoid stigma",2022-04-10 13:54:18.764187,1512996261552525316,2022-04-10 03:29:53+00:00,0,0,2,0,CharlesBodi,722,Victoria Tent,Negative,0.35217800736427307
104,104,"@visegrad24 Wow, Victoria Bonya needs to shop at Northwest Tent and Awning to get fitted for suitable attire. I understand why she can't find pants locally...",2022-04-10 13:54:18.764187,1512821570045050883,2022-04-09 15:55:43+00:00,0,0,0,0,bababooeeeeee,0,Victoria Tent,Negative,0.36262375116348267
105,105,@BaeBellaU Ministry of health said tents worth billions were carried into l.victoria and no one saw them float!!! Atleast we saw the tent fly,2022-04-10 13:54:18.764187,1512498617264877569,2022-04-08 18:32:25+00:00,1,0,1,0,Hustleprez1,2298,Victoria Tent,Negative,0.35865914821624756
106,106,Victoria sponge made by my six-year-old! Bake Off tent next?? https://t.co/oeAancZHbo,2022-04-10 13:54:18.764187,1512448420056862720,2022-04-08 15:12:57+00:00,0,0,4,0,london_raphael,163,Victoria Tent,Neutral,0.3715939521789551
107,107,Actually it’s an issue that allows you to charge the government of Canada $7 to deliver a meal to an empty tent that nobody else verifies before it gets eaten by wild animals and the empty container is collected by City of Victoria Parks staff after it blows around for a while. https://t.co/j6oDpvMLIR,2022-04-10 13:54:18.764187,1512238467324866564,2022-04-08 01:18:41+00:00,6,0,26,1,Adam_Stirling,9617,Victoria Tent,Negative,0.33490726351737976
108,108,"Anyway, here’s material from the @CityOfVictoria’s confidential risk assessments where they were warned there should be public *panic alarms* in Beacon Hill because the tent city residents there were so violent. 

You can’t FOI this. I still got it. #yyj  https://t.co/xnjcw8Erjr https://t.co/RH9fC2jSkI",2022-04-10 13:54:18.764187,1512223042734211073,2022-04-08 00:17:23+00:00,1,0,12,1,CamraBSE,2423,Victoria Tent,Negative,0.36234578490257263
109,109,"Our next branch open meeting is this Thursday (7 Apr) at 8pm at the Victoria Arms, Binfield (outside in a heated tent). To include our branch Pub of the Year announcement. https://t.co/T2l4gUnrVC",2022-04-10 13:54:18.764187,1511257181118615552,2022-04-05 08:19:24+00:00,0,0,1,1,JusticeQueen6,1130,Victoria Tent,Neutral,0.3897055387496948
110,110,@Utwitily @STILLWATERSRU14 fredo if you ever find yourself in victoria bc go to a place called ferris oyster bar and you'll actually die from flavor overdose https://t.co/9gewNhV9Fc,2022-04-10 13:54:18.912179,1513216051705647104,2022-04-10 18:03:15+00:00,0,0,5,0,SneakyRoland,1989,Victoria Overdose,Positive,0.34182146191596985
111,111,"Transcript from first British Columbia select standing committee on health and overdose crisis: https://t.co/wWe3Bw6f6U

#bcpoli
#bchealth",2022-04-10 13:54:18.912179,1511821077860651011,2022-04-06 21:40:07+00:00,0,0,0,1,JWestfall87,2065,Victoria Overdose,Negative,0.39030593633651733
112,112,"@LanceMcWinters And at least until 2020 no discernible change in drug overdoses either in Victoria … sloppy, sloppy research Lance 🤣🤣🤣
https://t.co/vmnv6zc8x3",2022-04-10 13:54:18.912179,1511460571748581377,2022-04-05 21:47:36+00:00,1,1,0,0,JennyPickles1,205,Victoria Overdose,Negative,0.36287596821784973
113,113,"Every day, a dire shortage of homes for $550/month causes new inflows to homelessness &amp; prevents exits from homelessness.

#Budget2022 promises 6,000 homes at this rent for ALL OF CANADA. 

Meanwhile, Greater Victoria has a backlog shortage of  &gt;10,000 homes that cost $550/mo.",2022-04-10 13:54:19.144274,1512459595645538307,2022-04-08 15:57:22+00:00,1,0,10,5,NicoleChaland,1095,Greater Victoria Homelessness,Negative,0.36359167098999023
114,114,"Examples of those entities:
Capital Region Housing Corporation
Pacifica Housing
Aboriginal Coalition to End Homelessness
Gorge View Society
Greater Victoria Housing Society
Threshold Housing Society
M'akola Housing Society",2022-04-10 13:54:19.144274,1511504880514441218,2022-04-06 00:43:40+00:00,1,0,6,0,_jeremy_sch,312,Greater Victoria Homelessness,Negative,0.38317036628723145
115,115,"Protect yourself from identity thieves by taking part in @VicCrimeStop shredding event. All donations collected will go to help solve crimes in our community!

https://t.co/vH3DgYgt3u 

#communityevent #victoriaevents #bcevents #shreddingevent #shred #shredit",2022-04-10 13:54:19.477099,1512176518167887905,2022-04-07 21:12:31+00:00,0,0,0,0,BestShredding,325,Greater Victoria Crime,Negative,0.3793564736843109
116,116,Homeless campers asked to leave development site near Vic High https://t.co/BEVibDBG2i via @timescolonist #yyj #homeless #compassionate?,2022-04-10 13:54:19.942819,1512898811772895232,2022-04-09 21:02:39+00:00,0,1,5,7,AndrewDuffyTC,395,YYJ Homeless,Negative,0.3610820174217224
117,117,What if someone took your home and belongings everyday? That is homeless policy in some Canadian cities. This violation of #righttohousing is endorsed and funded by municipalities #yyj https://t.co/dg1rAlM5oP,2022-04-10 13:54:19.942819,1511928654917300225,2022-04-07 04:47:36+00:00,2,0,35,6,BerniePauly,3262,YYJ Homeless,Negative,0.361721009016037
118,118,"Victoria, BC: Newly wed and nearly homeless #yyj",2022-04-10 13:54:19.942819,1511856755382231045,2022-04-07 00:01:54+00:00,1,0,2,0,amywhitestripe,150,YYJ Homeless,Negative,0.3613346815109253
119,119,"@PeersVictoria @red_cedar_cafe @WeAreNorthPark @pivotlegal @TAPSBC @TheBackPackPro1 @NoplacetogoNAN @OutreachSolid Fluid Land Title?
Fernwood Flats Homeless Camp #yyj 
@PeersVictoria @red_cedar_cafe @WeAreNorthPark @pivotlegal @TAPSBC @TheBackPackPro1 @NoplacetogoNAN @OutreachSolid #SocialHousingCrisis #poverty #housing https://t.co/9phWNVlpX5",2022-04-10 13:54:19.942819,1511521049141125128,2022-04-06 01:47:55+00:00,1,0,1,0,photowarrior,616,YYJ Homeless,Negative,0.3766191303730011
120,120,#yyj @bcndp @jjhorgan we need a rental freeze and a rental rollback to match the wages. Want to help end homelessness? Here is a good start. https://t.co/8EczmKuyUV,2022-04-10 13:54:20.068042,1512809158289997828,2022-04-09 15:06:24+00:00,0,0,0,0,EllieMaeWest666,139,YYJ Homelessness,Negative,0.39125484228134155
121,121,"@PeersVictoria @red_cedar_cafe @WeAreNorthPark @pivotlegal @TAPSBC @TheBackPackPro1 @NoplacetogoNAN @OutreachSolid Fluid Land Title?
Fernwood Flats Homeless Camp #yyj 
@PeersVictoria @red_cedar_cafe @WeAreNorthPark @pivotlegal @TAPSBC @TheBackPackPro1 @NoplacetogoNAN @OutreachSolid #SocialHousingCrisis #poverty #housing https://t.co/9phWNVlpX5",2022-04-10 13:54:20.308048,1511521049141125128,2022-04-06 01:47:55+00:00,1,0,1,0,photowarrior,616,YYJ Poverty,Negative,0.3766191303730011
122,122,"People are allowed more than one pair of shoes? ...for different activities &amp; seasons?

@WorkSafeBC won't properly fund ONE #MobilityAid for a permanently #Disabled injured worker; when doctors have prescribed several?

Inflicting poverty wasn't cruel enough? #bcpoli #yyj https://t.co/vM5X3c0rKx https://t.co/xd9d1BTZQp",2022-04-10 13:54:20.308048,1511082646683590659,2022-04-04 20:45:52+00:00,1,0,3,0,420_Bike_Life,155,YYJ Poverty,Negative,0.36277467012405396
123,123,"Central Saanich police are looking for someone who may recognize these materials...they were illegally dumped on a Central Saanich property sometime Sunday night. #YYJ

File Number: 2022-960
You may report information anonymously to Crime Stoppers or 250-652-4441. https://t.co/7LdDvv72dh",2022-04-10 13:54:20.444510,1511850976726204417,2022-04-06 23:38:56+00:00,1,0,2,5,cfax1070,25880,YYJ Crime,Negative,0.3517693281173706
124,124,@victoriavisitor That was a 2016 stat. Way before #yyj’s crime index shot up to 168 in 2021 one of the highest rates in Canada.,2022-04-10 13:54:20.444510,1511478444860706816,2022-04-05 22:58:37+00:00,0,0,1,0,jpt16,373,YYJ Crime,Negative,0.3590754270553589
125,125,"When the walls of the house are shaking, but the floor isn't, think more shelter in place and less grab'n'go. 

(It's blowy out there.) #YYJ #BCStorm",2022-04-10 13:54:20.566979,1510953641896660994,2022-04-04 12:13:15+00:00,1,0,10,1,Liv_F,2012,YYJ Shelter,Negative,0.36007794737815857
126,126,"Anyway, here’s material from the @CityOfVictoria’s confidential risk assessments where they were warned there should be public *panic alarms* in Beacon Hill because the tent city residents there were so violent. 

You can’t FOI this. I still got it. #yyj  https://t.co/xnjcw8Erjr https://t.co/RH9fC2jSkI",2022-04-10 13:54:20.717200,1512223042734211073,2022-04-08 00:17:23+00:00,1,0,12,1,Adam_Stirling,9617,YYJ Tent,Negative,0.36234578490257263
127,127,Tent City at Vic High? I don't think that is a good idea.... #yyj #yyjpoli @Stephen_Andrew @Adam_Stirling,2022-04-10 13:54:20.717200,1512131664826159115,2022-04-07 18:14:17+00:00,0,0,0,0,scampden,669,YYJ Tent,Negative,0.3548014760017395
128,128,She had to be transported to hospital for a possible drug overdose.  https://t.co/YP13ZEZjHR #victoriabuzz #yyj,2022-04-10 13:54:20.845509,1511767436638445569,2022-04-06 18:06:58+00:00,0,0,1,1,victoriabuzzes,20659,YYJ Overdose,Negative,0.3514474034309387
129,129,"So … a tent Village at VicHigh? Stadacona Park? How many other spots/parks/streets, etc.? How many are in Topaz now? BHP? Etc.?",2022-04-10 13:54:22.246496,1512135708160393216,2022-04-07 18:30:21+00:00,3,0,1,0,Covid_Stinks,161,Topaz Park Tent,Neutral,0.39730098843574524
130,130,"@trubrest @vichighsd61 @CityOfVictoria @vicpdcanada @WeAreNorthPark @Adam_Stirling @Stephen_Andrew @BC_Housing That was Shea Smith, recently charged criminally for beating a homeless person to an inch of their life, sustaining permanent brain damage

He is also the reason for elevated risk areas in Beacon Hill Park",2022-04-10 13:54:22.496045,1512551618532634624,2022-04-08 22:03:02+00:00,2,0,4,2,CharlesBodi,722,Beacon Hill Park Homeless,Negative,0.3484254479408264
131,131,"@Adam_Stirling The Beacon Hill Park stress is not over. This matter will be heard April 14 at 3:30 in Victoria. This is the time and place to offer peaceful support. 

https://t.co/R2EDcpRwp3 https://t.co/bYWnDqe9IR",2022-04-10 13:54:22.496045,1511400862798671873,2022-04-05 17:50:20+00:00,0,0,3,2,HelenZeilstra,51,Beacon Hill Park Homeless,Negative,0.39528876543045044
132,132,"Fort Street at Stadacona… 

Note well: a few of the well known campers from Beacon Hill are currently near Vic High, drawing up plans to build a new tent city in Stadacona Park (which was recently discussed at Council re a swing for wheelchairs). 

It’s election season… #yyj",2022-04-10 13:54:23.131723,1511110930708381696,2022-04-04 22:38:15+00:00,5,0,18,2,Adam_Stirling,9617,Beacon Hill Park Tent,Neutral,0.3727758228778839
133,133,"Listening to Try by P!nk on @PandoraMusic @Pink
https://t.co/8TyAw7LtO4
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 Whoever heard of being called a reject because you didn't want to be a homeless person so you get up and you go to work and TRY",2022-04-10 13:54:23.490758,1513219040759660544,2022-04-10 18:15:08+00:00,0,1,0,0,NicoleShivers7,6,Pandora Homeless,Neutral,0.35216522216796875
134,134,"@voguemagazine Did you ask her about:  
The money hidden in offshore accounts
Discussed the Pandora Papers
Their villa in Italy
Companies in her name 
Poor lady with food on her table, security, a house to live in while her citizens die, are homeless, hungry &amp; are scared
Really!!!!!",2022-04-10 13:54:23.490758,1512722178461999104,2022-04-09 09:20:47+00:00,0,0,1,0,HonuMahalo2,1,Pandora Homeless,Negative,0.36500388383865356
135,135,"@ZelenskyyUa I'd rather buy Russian gas, oil, than be homeless. Poverty escapes us by exchanging all corrupt politicians who don't care about their nation What about corruption pandora peipers?https://t.co/ErhqmLcQhO",2022-04-10 13:54:23.490758,1512476000181006337,2022-04-08 17:02:33+00:00,0,0,0,0,TvFrankiefree,6,Pandora Homeless,Negative,0.35698822140693665
136,136,"@Pandora_HasABox @longgoneblond Do you have any pics? There are still people who don’t know the scope of homelessness in the US

Every one who’s able please take a picture &amp; post it.",2022-04-10 13:54:23.607171,1512088920892354562,2022-04-07 15:24:26+00:00,1,0,2,0,CarlaRK3,11390,Pandora Homelessness,Negative,0.3486844301223755
137,137,"@CharlesBodi @vichighsd61 @CityOfVictoria @vicpdcanada @WeAreNorthPark @Adam_Stirling @Stephen_Andrew @BC_Housing How many hundreds got housed from the #Courthouse encampment? How many hundreds got housed from #Topaz &amp; #Pandora? How many hundreds got housed from #BHP? We are in the thousands now, there are at least 100- 200 more to be housed. There is no end to this. Its a booming industry.",2022-04-10 13:54:23.736792,1512201693190008852,2022-04-07 22:52:33+00:00,2,0,10,0,jpt16,373,Pandora Encampment,Negative,0.35791197419166565
138,138,"@ZelenskyyUa I'd rather buy Russian gas, oil, than be homeless. Poverty escapes us by exchanging all corrupt politicians who don't care about their nation What about corruption pandora peipers?https://t.co/ErhqmLcQhO",2022-04-10 13:54:23.864823,1512476000181006337,2022-04-08 17:02:33+00:00,0,0,0,0,TvFrankiefree,6,Pandora Poverty,Negative,0.35698822140693665
139,139,"@lesmiddleton @Jessicam6946 @ColoradoMom19 Until america stops fucking over it's children and forcing it's people into poverty, crime will not cease. Pandora's box is already open, disarming yourself in the current climate is like taking your jacket off in a blizzard. Suicide with extra steps.",2022-04-10 13:54:23.864823,1510794617834418180,2022-04-04 01:41:20+00:00,1,0,1,0,PungentPickle,64,Pandora Poverty,Negative,0.35722482204437256
140,140,"@YasminMSNBC @JoyceWhiteVance @yasminv No one care that election is over with.
Do you ppl really want to rehash a rig election.
You better watch what you wish for.
This could be a Pandora box.
You angry Dems got away with the crime of the century rigging our election
destroying our democracy.
There is a lot to uncover",2022-04-10 13:54:24.169928,1513037467321921540,2022-04-10 06:13:37+00:00,0,0,0,0,Macdog43032188,39,Pandora Crime,Negative,0.36208099126815796
141,141,"Let me say this again to all those concerned

Donald Trump is not going to jail, will not be charged with a crime and he will not be indicted. 

He may be guilty but, he is a former president, and Merrick Garland will not open that Pandora's box 

Nor will any other prosecutor.",2022-04-10 13:54:24.169928,1512993117879816200,2022-04-10 03:17:24+00:00,0,0,2,0,Lawrenc04764223,232,Pandora Crime,Negative,0.39238113164901733
142,142,@calabrese_vero @CP24 Throwing someone in prison for denying an event is thought crime.  If some nutter wants to deny the moon is real what matters it?  And why only apply it to one historical event?  It would open Pandora’s box for locking people up over any thought expressed on the past,2022-04-10 13:54:24.169928,1512566126722621440,2022-04-08 23:00:41+00:00,0,0,1,0,JamieDuffDevOPs,70,Pandora Crime,Negative,0.3449462652206421
143,143,Its a crime that theres not a dobby pandora charm :((,2022-04-10 13:54:24.169928,1512508828809666568,2022-04-08 19:13:00+00:00,0,0,2,0,ShaunyCurran_,716,Pandora Crime,Negative,0.3582726716995239
144,144,"To my fellow true crime fans, you need to check our Dan Cummins Time Suck on Pandora. He’s a comedian and mixes in a little comedy with his podcasts. I love his. He doesn’t just do true crime but that’s what I listen to.",2022-04-10 13:54:24.169928,1512505811209183244,2022-04-08 19:01:01+00:00,0,0,0,0,BoomerThunder1,690,Pandora Crime,Negative,0.36488789319992065
145,145,@Red3Biggs @suzseddon @SenseOf_OUTRAGE My goal wasn't to prove OP's point but to show she didn't make it up whole cloth (like the writers of Beyond Belief do). She's just using the information available. Here's an anti-organized crime site talking about his offshore habits. https://t.co/00YPUEivJK,2022-04-10 13:54:24.169928,1512447002910539785,2022-04-08 15:07:20+00:00,0,0,0,0,Lodane23,1193,Pandora Crime,Negative,0.36005157232284546
146,146,"This week, John and Elliot unpack more from the Pandora Papers, with a focus on the gatekeepers and the weaknesses they create for financial crime prevention. Tune in now! https://t.co/v3wnsDCqq2",2022-04-10 13:54:24.169928,1512434318240620545,2022-04-08 14:16:55+00:00,0,0,0,0,AMLRightSrc,772,Pandora Crime,Negative,0.3646411895751953
147,147,@BarkyNPoppy Do we not see the corruption? This was a plan Depopulation? A bioweapon unleashed onto the world. These individuals and associates must be brought to justice. Crime against humanity. The people deserve justice @SenTedCruz @RandPaul @GOP @PapiTrumpo. The pandora box is open.,2022-04-10 13:54:24.169928,1512429190230032388,2022-04-08 13:56:33+00:00,1,0,1,0,REALMCC85956386,512,Pandora Crime,Positive,0.3592630922794342
148,148,"@tdubey @andrew_lilico Many people want MORE transparency. Surely transparency is sign of good &amp; confident democracy/govt/politician/business?

Why should people be able to hide dodgy behaviour just cos rich/powerful? 

Isn’t stuff like Pandora Papers (financial crime) or Wikileaks (war crimes) good?",2022-04-10 13:54:24.169928,1512408344866209799,2022-04-08 12:33:43+00:00,2,0,0,0,DutchieMartin,1070,Pandora Crime,Negative,0.35628417134284973
149,149,"@mirawyi lmao this is normalization 101. Now that she has opened the pandora's box, would it be a crime to rape in the metaverse?",2022-04-10 13:54:24.169928,1512408112740769797,2022-04-08 12:32:47+00:00,2,0,1,0,haofuwei,1612,Pandora Crime,Neutral,0.34142813086509705
150,150,@FlavionsKimani @gerodouglas1 @NelsonHavi When did Pandora paper become a crime,2022-04-10 13:54:24.169928,1512322453493714947,2022-04-08 06:52:25+00:00,1,0,0,0,itsrealclintona,174,Pandora Crime,Negative,0.3764303922653198
151,151,"@bayolondon @SaharaReporters If you are knowligeable enough, u will understand that he didn't commit any crime. The Pandora box claimed he evaded tax. Not that he stole money or embezzled money. He was smart enough to evade tax that's his crime.",2022-04-10 13:54:24.169928,1512304864252112899,2022-04-08 05:42:31+00:00,2,0,3,0,charleschizu,462,Pandora Crime,Negative,0.3574330508708954
152,152,"@Pandora_HasABox @djosephdixon @colemankane @StaceySmithCCC @AftabPureval @cahoots_wbc Unfortunately, the data is a mixed bag on whether more police does in fact, reduce crime. Some studies say yes and some say no. I am not a big proponent of throwing more money at a social problem that has its roots in some other social problems, that never seems to work.",2022-04-10 13:54:24.169928,1512200155608588294,2022-04-07 22:46:27+00:00,0,0,0,0,politbogwitch,72,Pandora Crime,Negative,0.3539419174194336
153,153,"@podbeancom If you like True Crime with not a ton of banter, but isn’t serious like Dateline- check us out!💜 Available everywhere except Pandora! #lnmp https://t.co/xxNiVFmofQ",2022-04-10 13:54:24.169928,1512183246863405056,2022-04-07 21:39:15+00:00,0,0,0,0,lnmurderpodcast,66,Pandora Crime,Negative,0.36403989791870117
154,154,"@Jobvo If you like True Crime with not a ton of banter, but isn’t serious like Dateline- check us out!💜 Available everywhere except Pandora! #lnmp",2022-04-10 13:54:24.169928,1512183021537009664,2022-04-07 21:38:21+00:00,0,0,0,0,ChidinduAnosike,205,Pandora Crime,Negative,0.36448055505752563
155,155,"@alhassa17869020 @Jack_ng01 Believe me if there was any crime in that Pandora stuff 
EFCC would have carried him already",2022-04-10 13:54:24.169928,1512114426391977989,2022-04-07 17:05:47+00:00,1,0,0,0,djosephdixon,125,Pandora Crime,Negative,0.3882732689380646
156,156,"@Pandora_HasABox @colemankane @StaceySmithCCC @AftabPureval @cahoots_wbc @politbogwitch Definition of “a waste of time”:
Arguing with someone who contends that police can’t stop violent crime and who last eeek was defending an act of violence on international TV.
You are simply a leftist code word vending machine.",2022-04-10 13:54:24.169928,1512057244615122955,2022-04-07 13:18:34+00:00,1,0,0,0,WatsonAlzwatson,3,Pandora Crime,Negative,0.35923659801483154
157,157,"@cjfaison @cjfaison 
•Significant discovery 
•Pandora’s box 
•Ominous 
•Bizarre 
•Something of value 
•Awesome find 
•Undiscovered evidence/crime scene 
•Vital information 
•Missing link
•Reverent 
•Mysterious object
•Mystery box
•Spooky 
•Smoke screen 
•Devil in disguise",2022-04-10 13:54:24.169928,1511862464258150401,2022-04-07 00:24:35+00:00,0,0,0,0,NYCoruna,51,Pandora Crime,Negative,0.3838600218296051
158,158,"@cjfaison •Significant discovery 
•Pandora’s box
•Something of value 
•Undiscovered evidence/crime scene 
•Vital information 
•Missing link
•Kismet (fate and destiny)
•Mysterious objects
•Mystery boxes 
•Spooky 
•Smoke screen 
•Devil in disguise 
•Masked bandit
@cjfaison",2022-04-10 13:54:24.169928,1511861511043829760,2022-04-07 00:20:47+00:00,0,0,0,0,colemankane,2355,Pandora Crime,Negative,0.3934016823768616
159,159,🎧 Gimme Shelter (Remastered 2019) by @RollingStones on @PandoraMusic https://t.co/HUmuHpgLi3,2022-04-10 13:54:24.513129,1513149041961545730,2022-04-10 13:36:59+00:00,0,0,1,0,DakotaMangus3,8,Pandora Shelter,Neutral,0.3751750588417053
160,160,🎧 Gimme Shelter (Mono) by The Rolling Stones on @PandoraMusic https://t.co/zJDP1FxpT8,2022-04-10 13:54:24.513129,1512953524044414982,2022-04-10 00:40:04+00:00,0,0,1,0,WadeDefy68,854,Pandora Shelter,Neutral,0.3829474449157715
161,161,"@Burgundavia @martynschmoll @cameronmaltby @Stephen_Andrew Most of what they talk about is what a certain councilor who I will not name goes off on tangents about.

Like when this person suggested taking resources from pre/post natal care to make them work in the shelter on Pandora",2022-04-10 13:54:24.513129,1512844217466294278,2022-04-09 17:25:43+00:00,1,0,0,0,TPP__9_,11,Pandora Shelter,Negative,0.35080966353416443
162,162,🎧 Gimme Shelter (Mono) by The Rolling Stones on @PandoraMusic https://t.co/kwAl3gTZsz,2022-04-10 13:54:24.513129,1512814984157356049,2022-04-09 15:29:33+00:00,0,0,0,0,KatrinaGAGirl,5978,Pandora Shelter,Neutral,0.38542839884757996
163,163,🎧 Pale Shelter (2nd Single Version) by Tears For Fears on @PandoraMusic  https://t.co/fcZDxIil1a https://t.co/3cZUFiuEu2,2022-04-10 13:54:24.513129,1512783767076843521,2022-04-09 13:25:30+00:00,0,0,1,0,samieejdavis97,2,Pandora Shelter,Negative,0.3751630485057831
164,164,🎧 Gimme Shelter (Remastered 2019) by @RollingStones on @PandoraMusic https://t.co/UI1R7KWVQe,2022-04-10 13:54:24.513129,1512561152328355844,2022-04-08 22:40:55+00:00,0,0,0,0,moorela66180327,11072,Pandora Shelter,Neutral,0.37551116943359375
165,165,Wanted to listen to Temproary Home while I'm in this shelter but Pandora couldn't find it.,2022-04-10 13:54:24.513129,1512535491853225984,2022-04-08 20:58:57+00:00,0,0,0,0,lolachild,214,Pandora Shelter,Negative,0.3421778082847595
166,166,🎧 Stranger In A Strange Land (feat. The Shelter People) by Leon Russell on @PandoraMusic https://t.co/oJQTROjbvq,2022-04-10 13:54:24.513129,1512449177539776512,2022-04-08 15:15:58+00:00,0,0,0,0,kellens_mom,180,Pandora Shelter,Neutral,0.36893895268440247
167,167,@JuliaHB1 @LiveHazards He’s got a point. All the vids I’ve seen are Russians given food and shelter to population. More arms mean the war is dragged out for longer and more civilian casualties. Please research Pandora papers.,2022-04-10 13:54:24.513129,1512343809358798848,2022-04-08 08:17:16+00:00,2,0,15,0,PoignantTails,271,Pandora Shelter,Negative,0.36849743127822876
168,168,🎧 Gimme Shelter (Mono) by The Rolling Stones on @PandoraMusic https://t.co/gmuN5UmFJy,2022-04-10 13:54:24.513129,1512265287462178819,2022-04-08 03:05:15+00:00,0,0,0,0,dianaaitchison,6535,Pandora Shelter,Neutral,0.38106080889701843
169,169,🎧 Gimme Shelter (Mono) by The Rolling Stones on @PandoraMusic https://t.co/XIOTLpxEHf,2022-04-10 13:54:24.513129,1511769086103068680,2022-04-06 18:13:32+00:00,0,0,0,0,aCuteDoe,741,Pandora Shelter,Neutral,0.37985050678253174
170,170,"Other good news: The foster I got Sypha from will be able to foster Pandora.  It's not a permanent home, but it's also not a shelter.  I trust she'll be able to find a good home for her.",2022-04-10 13:54:24.513129,1511704790618628097,2022-04-06 13:58:02+00:00,0,0,2,0,XoDaniCreations,243,Pandora Shelter,Negative,0.35111725330352783
171,171,BAT UP TILL 2021 EXCEPT YOU HAVE MISSED YOUR RATION TODAY OR YOU HAVE TAKEN OVERDOSE OF YOUR DRUGS ELSE HAVE YOU EVER SEEN BLOOD ON THE LIPS OF WITCHCRAFT HOWEVER I HAVE NEVER SEEN NOR HAVE THE KIND PANDORA PAPERS WITH YOU AS THERE WAS NO PANDORA PAPERS ISSUED CONCERNING ALL YOUR https://t.co/3iSVczhlAK,2022-04-10 13:54:24.730576,1512768024918601735,2022-04-09 12:22:57+00:00,1,0,0,0,olusegunakanbiB,797,Pandora Overdose,Negative,0.37681323289871216
172,172,@ken_akehurst @DubeJohnr @LibbySchaaf @mayoroflasvegas Getting mad at people from Vegas for pointing out oaklands homeless problem and not the people you put in office who's job it is to fix the homeless problem sounds about right for oakland...,2022-04-10 13:54:24.857303,1512447228660441090,2022-04-08 15:08:13+00:00,0,0,3,0,TenbagToni,73,Oaklands Homeless,Negative,0.364656537771225
173,173,@lorenmtaylor @LaTondaSimmons There WILL be a political reckoning over the City’s gaslighting of Oaklands neighbors about the EMP and overall lack of accountability to address our encampment crisis from the City.,2022-04-10 13:54:25.065711,1512075686084636672,2022-04-07 14:31:51+00:00,0,0,1,1,BigSen21,286,Oaklands Encampment,Negative,0.36852216720581055
174,174,Whack &gt;&gt;&gt; Man killed in 'heinous crime' by Oakland's Lake Merritt ID'd https://t.co/DgsZ2EN4sB,2022-04-10 13:54:25.302587,1512658965586673665,2022-04-09 05:09:35+00:00,0,0,0,0,dj_ready,1677,Oaklands Crime,Negative,0.3650391399860382
175,175,"Man killed in 'heinous crime' by Oakland's Lake Merritt ID'd

https://t.co/NR8nQXUmBk",2022-04-10 13:54:25.302587,1512430499058241545,2022-04-08 14:01:45+00:00,0,0,0,1,mts007,499,Oaklands Crime,Negative,0.3632320463657379
176,176,"Man killed in 'heinous crime' by Oakland's Lake Merritt ID'd

https://t.co/qNJWMLWzx1",2022-04-10 13:54:25.302587,1512428763446841347,2022-04-08 13:54:51+00:00,0,0,0,0,RoGonzalesTV,4829,Oaklands Crime,Negative,0.3626837432384491
177,177,"@montefisto13 @CharleneLimaRI @RI2APAC @Uprise_Greg @ethangy @TedNesi They actually did. Oakland cut $14M from its police budget in June 2020 and another $15M in Dec 2020. They've subsequently refunded most of the cuts in the face of rising crime.

https://t.co/GCpjyvBr3h",2022-04-10 13:54:25.302587,1512263670062989318,2022-04-08 02:58:50+00:00,1,0,0,0,Match_Analysis,4239,Oaklands Crime,Negative,0.3792557418346405
178,178,[NSW] 'Family Caseworker' required by 'Wesley Mission' in Fairfield. Join our small team of caseworkers assisting families experiencing homelessness or homeless-risk in West and South West Sydney. See more and apply at: https://t.co/B9ipRhc8VN #Caseworker #ChristianJobs,2022-04-10 13:54:25.698218,1511509064831930369,2022-04-06 01:00:18+00:00,1,0,0,2,ChristianJobsAU,4362,Fairfield Homeless,Neutral,0.37352895736694336
179,179,"From our Warming Center to our Permanent Supportive Housing Program! Brian with the help of Y case worker, PJ, got keys for his new unit in the Fairfield Apartments! Help us, help others! Walk with us on May 21 in our 21st Walk to End Homelessness. Details on web site. https://t.co/7BdIIqoouj",2022-04-10 13:54:25.852671,1512129339537645568,2022-04-07 18:05:03+00:00,0,0,1,0,AlphaCServices,47,Fairfield Homelessness,Negative,0.3791799247264862
180,180,Jonathan has keys to a new home at our Fairfield Apartments! We met him at our South End Community Center Warming Center. We helped him obtain the paperwork to successfully transfer Y Permanent Supportive Housing. Support our work! Join our May 21 Walk to End Homelessness! https://t.co/ItJxTB2lVl,2022-04-10 13:54:25.852671,1511811495679733761,2022-04-06 21:02:03+00:00,0,0,3,1,CCCYMCA,1539,Fairfield Homelessness,Negative,0.3745637536048889
