,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,user_location,num_followers,search_keywords,search_neighbourhood
2621,"#Hotels 
Seda Central Bloc Cebu 
Summit Hotels and Resorts 
Cebu Quincentennial Hotel 
Holiday Inn Cebu City, an IHG Hotel 
Main Hotel &amp; Suites 

#Campground 
EVO Nature Camp 

#Aquadining 
Cebu Ocean Park 

#Cinema 
SM Cinema 
SM Cinema Seaside City Cebu",2022-12-29 16:42:58.439914,1606273277281726464,2022-12-23 12:59:27+00:00,1,0,0,0,,,albert_paran888,"CEBU CITY, PHILIPPINES",368,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2622,@wheredidgogogo Camp out in Central Park then.,2022-12-29 16:42:58.439954,1606251031918415874,2022-12-23 11:31:03+00:00,0,0,0,0,,,bris_bear1,Brisbane Australia ,436,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2623,"@brandonsblog @Michael_P_USA @unusual_whales No, he's called a racist for denying black people housing, not apologizing for denigrating the Central Park 5, and calling Nazis ""very fine people."" Not to mention he had dinner with a white supremacist and a Nazi lover a few weeks back.",2022-12-29 16:43:01.773649,1608369381909876736,2022-12-29 07:48:37+00:00,0,0,1,0,,,LathamsRaceGFX,,7,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2624,"@RIPPERJR198923 @MurderedHornet @RonnyJacksonTX Omg, you know so little.
It’s well documented. Thousands of lawsuits because he doesn’t pay his bills. He was convicted oh housing discrimination b/c he thought blacks lowered his property value. The Central Park 5 case. Are you familiar with that?",2022-12-29 16:43:01.883095,1607503535402536960,2022-12-26 22:28:03+00:00,1,0,0,0,,,TweetyMcranter,"Tucson, AZ",308,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2625,"@MarkNNicholls @Conon6498 Cromwell, generally. It's a 50 minute commute to Queenstown through the Kawarau gorge, but increasing numbers of people employed in Queenstown are doing it. But it's not that cheap, because it has caused a housing shortage in Cromwell too.",2022-12-29 16:43:01.883120,1607485438666895360,2022-12-26 21:16:08+00:00,1,0,0,0,,,carolineannagl1,Nouvelle-Zélande,88,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2626,"@denverparksrec Hi there, perhaps you can have the migrants in Denver s Central Park Refuge Shelter help clean up some of this? Seems a fair wage given their free quarters.",2022-12-29 16:43:05.761895,1608562889643917312,2022-12-29 20:37:33+00:00,0,0,0,0,,,Charles28798911,,54,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2627,"RobbReport: The three-story spread has sweeping views of Central Park and spans 10,000 square feet.   https://t.co/HDgexAmsKs",2022-12-29 16:43:05.761989,1608502616044015618,2022-12-29 16:38:02+00:00,0,0,0,0,,,FRAProperty,"Eymet, France",9113,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2628,"The three-story spread has sweeping views of Central Park and spans 10,000 square feet.   https://t.co/hHBEJfUBlZ",2022-12-29 16:43:05.762012,1608494309464055810,2022-12-29 16:05:02+00:00,0,0,2,0,,,RobbReport,"New York, NY",158779,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2629,"(Going to the Gorge | My First Camping+Concert Adventure) has been published on TubeBular - https://t.co/L2fXmBiTUn 
I couldn’t stay away from beautiful Washington State for long! I returned for a long planned adventure to camp and go to a weekend-long concert event at t ... https://t.co/95QAzd1KpW",2022-12-29 16:43:05.762031,1608451386571726852,2022-12-29 13:14:28+00:00,0,0,0,0,,,Go2Tubebular,USA,3160,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2630,"@WildGrannyLoose I usually do. Scuba diving, sky diving, traveling, camping in 2ft of snow, hanging over a gorge hanging on to my husband's belt so he could get a picture of a waterfall, jeep trails, hiking in the mountains and deserts, wore 60lbs of Tudor court garb for faire... fun times!",2022-12-29 16:43:05.762053,1607936556395814912,2022-12-28 03:08:43+00:00,0,0,1,0,,,MomCatPrather,Possibly the quantum realm...,143,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2631,Joni Mitchell will be at The Gorge with Brandi Carlisle in June. It is her one appearance in North America.  But I have to deal with going to the middle of fucking nowhere and camping with a bunch of boomer hippies,2022-12-29 16:43:05.861150,1607770488553734145,2022-12-27 16:08:50+00:00,0,0,6,0,,,pearwaldorf,"Puget Snd Salish, Snohomish la",518,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2632,"Settle into this wonderfully spacious and peaceful site encircled by trees. Shops and pubs are just a 5 minute drive away, and Go Ape only 15!

🏕 Bracelands Campsite
📍 Coleford, Gloucestershire
https://t.co/uoZj42IWMs https://t.co/dD1BcsALRH",2022-12-29 16:43:05.861191,1607422865544028160,2022-12-26 17:07:30+00:00,0,0,2,0,,,pitchup,"London, England",10497,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2633,U are welcome to use Twitter Direct Message to have a place in the #River #Gorge ROCK SHELTER for exchange with #Da #Miko. #Guidance for #success in your path of calling can make a big beneficial difference. The Happy Helpers assist Miko with research &amp; coordination. Blessings! https://t.co/GkMQST7PHh,2022-12-29 16:43:05.861240,1607364082880970753,2022-12-26 13:13:55+00:00,0,0,2,0,,,1GreatTruth,USA,165,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2634,@SureshRajan6 A great painting of a photo I took in 2012 at the Albert Tognolini Lookout overlooking Munjina Gorge in the Karijini National Park. We love camping and photographing that area. Thanks to your Mum for turning the photo into a “Namatjira.” It must have a taken a look of work. https://t.co/7sCy6zprZK,2022-12-29 16:43:05.861312,1607349170981195780,2022-12-26 12:14:40+00:00,1,0,2,0,,,PhilipSchubert6,,5,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2635,"RobbReport: The swanky new spot includes a grand ballroom, private bar, cigar lounge and more. https://t.co/0cIf2dfPGe",2022-12-29 16:43:05.861346,1606313358873038851,2022-12-23 15:38:43+00:00,0,0,1,0,,,ThePeterGontier,Ancient australia Can’t Be,543,(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2636,"It's been more than 30 years after Korey Wise, Antron McCray, Raymond Santana, Kevin Richardson and Yusef Salaam were wrongfully convicted for the assault and rape of a Central Park jogger. #OxygenTrueCrimeNews

Visit the link for more: https://t.co/rrJvsLoW7S https://t.co/gk0CtA7F5S",2022-12-29 16:43:12.186688,1608538473304133633,2022-12-29 19:00:31+00:00,1,0,4,1,,,oxygen,"New York, NY",278888,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2637,"LPD is asking for the community's help to identify the pictured subjects in relation to recent burglaries and criminal mischief at North Central Park. 
Call LPD at (956) 795-2800. Submit tip to Laredo Crime Stoppers at (956) 727-TIPS Reference #22-1232 when submitting your tips. https://t.co/mOx5BGykru",2022-12-29 16:43:12.186740,1608531846396276736,2022-12-29 18:34:11+00:00,0,0,7,6,,,cityoflaredo,"Laredo, Texas",6997,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2638,@Quickee @DrEricDing @HAPDADIII That was in your head. Central Park Five he declared before the trial that anyone (that's any race and not racist to say) guilty of the crime should be executed. Why did it take a politician running for office 6 months to produce a birth certificate? The hospital couldn't find it,2022-12-29 16:43:12.186783,1608507508049743872,2022-12-29 16:57:29+00:00,0,0,0,0,,,ppyrek1,,37,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2639,"i mean... i've read multiple bell hooks literature and i do find value in her perspective but she wasn't a perfect person. she made very anti bm points, and even went so far as to say the central park 5 HAD to have committed the crime bc they're socialized to https://t.co/2rNB7ilVUH You got men with PhDs, who claim to be African-centered or focused on Black male studies, discounting qualitative interviews when they’re the cornerstone of our discipline’s approach to researchOne of her best pieces of data is her interview with Ice Cube re: “gangster culture”",2022-12-29 16:43:12.286147,1608118407999750148,2022-12-28 15:11:20+00:00,1,0,6,1,,,abuarsy21355212,,24,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2640,"Insurance, intoxication, and fraud: Quadra Island Crime report https://t.co/gyCZAn1uN6",2022-12-29 16:43:12.286284,1607977017693163522,2022-12-28 05:49:30+00:00,0,0,0,0,,,abuisa989,,31,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2641,"Insurance, intoxication, and fraud: Quadra Island Crime report https://t.co/9hjAHDc746",2022-12-29 16:43:12.286318,1607977006754324481,2022-12-28 05:49:27+00:00,0,0,0,0,,,CRMirror,"Campbell River, B.C.",9370,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2642,"Insurance, intoxication, and fraud: Quadra Island Crime report https://t.co/P6mqym8NsI",2022-12-29 16:43:12.286353,1607976994855161860,2022-12-28 05:49:24+00:00,0,0,0,0,,,HuntingLone,,348,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2643,"Insurance, intoxication, and fraud: Quadra Island Crime report https://t.co/qO0tSLheY9",2022-12-29 16:43:12.286384,1607976955692945418,2022-12-28 05:49:15+00:00,0,0,0,0,,,Rosalyn94802033,California ,161,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2644,"Insurance, intoxication, and fraud: Quadra Island Crime report https://t.co/1TRRhNqAil",2022-12-29 16:43:12.286417,1607830938519760896,2022-12-27 20:09:02+00:00,0,0,0,1,,,eventsenseuk,UK,2817,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2645,"Is the problem here only that she presumes the Central Park 5 are guilty? Or is her reasoning for why extreme male violence occurs against women flawed too? https://t.co/TcXOSrwDUp i’ve been reading yearning by bell hooks, and as important as it is to highlight good points black thinkers make, it’s also important to point out faults and harmful rhetoric. the following is what she had to say about the central park 5: https://t.co/DZY3h61any",2022-12-29 16:43:12.393140,1607810071840292873,2022-12-27 18:46:07+00:00,0,0,2,0,,,JohnDeBartola,,95,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2646,"@XavierADurham @Hunnybu90222999 @stillnotziora Her attempt here isn't to prove the Central Park 5's guilt, it's to explain why the crime exists (while assuming those boys were guilty).",2022-12-29 16:43:12.393237,1607808652144168961,2022-12-27 18:40:28+00:00,0,0,0,0,,,RoyalArcade02,,1,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2647,"@XavierADurham @Hunnybu90222999 @stillnotziora She's not *proving* they did it (""there's no doubt they did it""), she's describing the conditions (""constant pornographic glorification... in the culture"") that are connected to the reality of male violence (using the Central Park 5 as an example).",2022-12-29 16:43:12.393277,1607808625405267971,2022-12-27 18:40:22+00:00,1,0,0,0,,,paingloss,Sacramento,216,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2648,"@stillnotziora Is the problem here only that she presumes the Central Park 5 are guilty? 

Is her reasoning for why extreme male violence occurs against women flawed too?",2022-12-29 16:43:12.393328,1607804450298810369,2022-12-27 18:23:47+00:00,0,0,1,0,,,ThorogoodWorld,California,468,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2649,"@RichardOhSoFine @lavern_spicer Clearly you’re a good old racist pos white liberal and how dare Black ppl support red Massa over the blue one/s! I don’t support old racist while men period. No one more hateful and/or racist than white libs. Take read idiot. 

https://t.co/qpOKKHYQTn",2022-12-29 16:43:12.393364,1607783676515086336,2022-12-27 17:01:14+00:00,0,0,0,0,,,StuffAuckland,Auckland,3723,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2650,#IceCreamVan required in The Royal Town of Sutton Coldfield. https://t.co/Bygmcexk3B,2022-12-29 16:43:12.393416,1607711670297657345,2022-12-27 12:15:06+00:00,0,0,0,0,,,Ballerb601,,209,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2651,"New Year's celebration downtown I've attended, it's part of the bread &amp; circus of the Christmas tree in Central Park. Why aren't people attending? Lack of alcohol? Crime? Private parties? These events are free so with 89% voting no, I'm curious what are everyone's plans? https://t.co/7lIo0WEIKc",2022-12-29 16:43:12.393448,1607562604305854467,2022-12-27 02:22:46+00:00,0,0,0,0,,,6sqft,New York City,5980,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2652,"Royal Arcade II location is the main perk for investors and businesses and keen their interest to invest not only because of its nearby vicinity but also to be of the main spot in Park View City - The Walk Down Town. 

Enquire Now 
📞 +92 331 1111 088 
🌐https://t.co/EmoEkOLo8T https://t.co/84ZYtVEf1S",2022-12-29 16:43:12.393480,1607329844765011969,2022-12-26 10:57:52+00:00,0,0,0,0,,,niccotheiceman,Atlanta Georgia,537,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2653,"@Tha_Mx_Up @ERnurse86 @TyNewChange So a “central Park Karen” could still not acknowledge anything but someone creating a physically dangerous false narrative is a crime already.
I’m saying there’s lots privileges as well they vary as what else is in combination with it",2022-12-29 16:43:12.500532,1607216924131459078,2022-12-26 03:29:10+00:00,2,0,0,0,,,Generaldecee,,166,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2654,"A man will appear in court, charged with performing an indecent act in Rocket Park, a popular playground in central Auckland. https://t.co/fC8A2oiWVA",2022-12-29 16:43:12.500569,1607146556922421248,2022-12-25 22:49:33+00:00,0,0,1,0,,,sum_of_all,,615,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2655,"@elkie61912885 @imperfectstar28 @t0nit0ne Yep he was found guilty just like the Central Park 5, The Roscetti Four, 14yr old George Stinney Jr, 
Dewey Bozella, Darryl Burton, Darryl Hunt.. I can go on. Your thinking of just because someone is charged means they committed the crime is idiotic.",2022-12-29 16:43:13.625991,1606989554321440768,2022-12-25 12:25:40+00:00,1,0,0,0,,,sara_windrider,Israel,16,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
2656,"A new gate in Central Park will permanently honor the “Central Park Five,” the five Black and Latino teens who in 1989 were convicted of a crime they didn’t commit
https://t.co/6JMBwydUst",2022-12-29 16:43:13.626029,1606817129717800961,2022-12-25 01:00:31+00:00,0,0,2,0,,,OperationCFH,,2,"(central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal) (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",central park OR galloping goose OR juan de fuca OR nuu-chah-nulth OR quadra OR selkirk green OR the gorge OR view royal
