,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood,sentiment,score,score_matches,relevant,File #,From,Notes
,"Tell me again how low-mid income first-time homebuyers can get into the housing market?

#missingmiddle
#AffordableHousing
#yyjpoli
#yyj https://t.co/Ui1K7GlfrT",35:15.7,1.54E+18,2022-06-18 03:02:54+00:00,0,0,1,0,,,,,420_Bike_Life,179,YYJ (avi OR cool aid society OR homelessness services association of bc OR red cedar cafÌ© OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,YYJ,Negative,0.508493662,Yes,Yes,3,Sangeeta,
,The #Nanaimo region is taking big steps to secure its econ future with investments into shipping infrastructure &amp, job creation. The city is also moving forward on large-scale housing developments as it battles low vacancies. https://t.co/tPxz0kUGIq #yyj #nanaimorealestate,35:15.7,1.54E+18,2022-06-17 23:18:37+00:00,0,0,1,1,,,,,kevinalbersBC,YYJ (avi OR cool aid society OR homelessness services association of bc OR red cedar cafÌ© OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,YYJ,Positive,,Yes,No,3,Sangeeta,
,"Police have launched an investigation after the body of a woman was found inside a home in a quiet suburban street.

https://t.co/eta00rtdy5",34:23.7,1.54E+18,2022-06-20 02:20:00+00:00,1,0,5,1,,,,,HAPPY889123,313,Victoria (avi OR cool aid society OR homelessness services association of bc OR red cedar cafÌ© OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,Victoria,Neutral,0.826433003,Yes,No,3,Sangeeta,
,"I interviewed @Victoria_Spratt about her brilliant new book on how we can tackle Britain's housing emergency for @HUCKmagazine. Out now.

https://t.co/Zayda5qp3v",34:26.8,1.54E+18,2022-06-20 13:55:13+00:00,1,0,44,8,,,,,thediyora,33073,Victoria (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,Victoria,Positive,0.640061736,Yes,No,3,Sangeeta,Labelled as unknown
,"_Ù_ÓIf you are in Esquimalt, near Gorge and Tillicum:m, just got this from an unhoused:
‰ÛÏIs there any food available tonight I missed our place and the mustard seed because the Saanich pd was here.‰Û_ DM if you can help.
Plus #DefundThePolice #RefundCommunity #yyjpoli https://t.co/P8htjPmuuf",33:28.9,1.54E+18,2022-06-17 02:19:57+00:00,0,0,0,0,,,,,self_govern4us,799,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR pacifica housing OR sooke homelessness coalition OR the mustard seed OR victoria brain injury society OR victoria women in need OR lived experience OR safe supply OR frontline OR temporary shelter OR camper OR unhoused OR narcotics OR social structure) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Neutral,0.499729007,Yes,Yes,3,Sangeeta,
,Help raise å£12500 to send Saul on his dream holiday to America or camper van.. Please #donate on @justgiving and RT https://t.co/PMD1A8UAZ2,34:30.1,1.54E+18,2022-06-19 12:01:29+00:00,0,0,0,0,,,,,paoloNPI,422,Victoria (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,Victoria,Positive,0.683118701,No,No,3,Sangeeta,Sentiment shd be nuetral
,"HRI has launched a drug discovery project investigating the development of a photo-responsive therapy for ischaemic stroke, led by Dr Xuyu Liu in collaboration with the Victoria University of Wellington, NZ. Read more: https://t.co/vciiV2Eh04 #medicalresearch https://t.co/YZh10ZnrHI",34:30.1,1.54E+18,2022-06-15 08:49:02+00:00,0,1,1,0,,,,,DRSVTILAKREDDY2,49,Victoria (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,Victoria,Neutral,0.757239401,Yes,No,3,Sangeeta,
,"@natasha_yann Ahh wittenoom. Do try to not disturb the soil. Wear your mask.
About half way up the gorge is some awesome camping.",32:35.1,1.54E+18,2022-06-17 18:16:35+00:00,0,0,1,0,,,,,EMacskasy,3209,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÌÁne€à) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÌÁne€à,Positive,0.771566749,Yes,No,3,Sangeeta,
,Reminder. Sidney Powell thinks you‰Ûªd know better than to believe what she claimed about a ‰ÛÏstolen election‰Û_. https://t.co/p4Tu0ijP1z,31:51.4,1.54E+18,2022-06-14 13:09:41+00:00,0,0,0,0,,,,,PurrdyPawws,142,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Negative,0.738114774,Yes,No,3,Sangeeta,
,"3 BEYOND @ the GORGE VIP BRACELETS $250 obo

don‰Ûªt sleep. we out here @ camp all weekend. pull up!",32:36.6,1.54E+18,2022-06-18 03:40:54+00:00,0,0,2,1,,,,,cxlcxs,331,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÌÁne€à) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÌÁne€à,Positive,0.813602984,Yes,No,3,Sangeeta,
,Just pulled up to the gorge camping line and I‰Ûªm FREAKING out lol I‰Ûªm going so hard this weekend.,32:35.1,1.54E+18,2022-06-18 04:12:50+00:00,0,0,6,0,,,,,H_Spencer509,639,"(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÌÁne€à) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÌÁne€à,Positive,0.776534855,Yes,No,3,Sangeeta,
,@HoldenVirginia @makolahousing Thank you @holdenvirginia and for the amazing leadership and passion you and the entire team at GVHS bring to affordable housing in #yyj.,35:19.8,1.54E+18,2022-06-16 04:43:10+00:00,0,0,0,0,,,,,themarketstores,2392,YYJ (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,YYJ,Positive,0.973086953,Yes,Yes,3,Sangeeta,
,Starting North Dakota Family Camp with the RV Volunteers @ Lakewood Park Bible Camp https://t.co/Rm6gbTeLWu,33:02.3,1.54E+18,2022-06-17 13:50:42+00:00,0,0,0,0,,,,,LordsCommand,8,(esquimalt OR north park OR millstream OR victoria west OR topaz park OR 900-block pandora avenue OR tsawout) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,esquimalt OR north park OR millstream OR victoria west OR topaz park OR 900-block pandora avenue OR tsawout,Neutral,0.907763124,Yes,No,3,Sangeeta,
592,@Ided2419 @g5_sin @G5games No camping allowed in Central Park....not even for the pigeon lady,33:40.5,1.54E+18,2022-06-14 23:14:37+00:00,1,0,1,0,,,,,HCANursingJobs,1495,"(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Negative,0.635011673,No,No,4,Terry,Labelled as unknown
432,"Congratulations to Steve Lieberman, @LoHudLegal, and Sarah Wallace from @nbc4NY on their honor today at the RBA lunch from the Rockland County Illegal Housing Task Force for their outstanding coverage of illegal housing issues in Rockland. https://t.co/4hcMZggdQc",33:20.0,1.54E+18,2022-06-16 17:15:11+00:00,0,0,2,0,,,,,WRCR1700,425,(oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum) (avi OR cool aid society OR homelessness services association of bc OR red cedar caf?? OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum,Positive,0.911840796,Yes,No,4,Terry,
470,"@JoeBeardsall I don't judge him on last season the coaching and tactics were absolutely detrimental to many of them from previous season, playing wingbacks on wrong side and in middle of park,  central defenders in midfield and Woodrow as a target man mad",33:31.7,1.54E+18,2022-06-20 17:52:55+00:00,1,0,1,0,,,,,gav_rich,58,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (aids vancouver island OR city of victoria OR habitat for humanity victoria OR quadra village community centre OR tenant action group victoria OR the victoria real estate board OR victoria family court OR encampment OR person experiencing homelessness OR frontline OR frontline worker OR poor OR shelter OR affordable housing OR drugs) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Negative,0.782343984,No,No,4,Terry,
707,It's so difficult to find an affordable rental in regional Victoria right now. https://t.co/SpSIvSaCg1,34:20.6,1.54E+18,2022-06-16 04:43:00+00:00,0,0,5,0,,,,,ChamberVictoria,10736,Victoria (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,Victoria,Negative,0.873413205,Yes,Yes,4,Terry,
638,EY padel tennis tournament in aid of Women in Need presently taking place at Victoria Stadium. Finals will be on Sunday https://t.co/g3oRHznbxz,34:18.9,1.54E+18,2022-06-18 08:37:29+00:00,0,0,3,0,,,,,mythsbaby,23150,Victoria (the aboriginal coalition to end homelessness OR city of colwood OR greater victoria coalition to end homelessness OR pacifica housing OR sooke homelessness coalition OR the mustard seed OR victoria brain injury society OR victoria women in need OR lived experience OR safe supply OR frontline OR temporary shelter OR camper OR unhoused OR narcotics OR social structure) lang:en -is:retweet,Victoria,Neutral,0.896290243,Yes,No,4,Terry,
615,"sorry. no, i won't be digging a one-meter deep pit in the ground to make barbacoa. the soil in the east bay is clay and it's as hard as rock in the summer. https://t.co/ILwGkmnHqW",33:52.8,1.54E+18,2022-06-16 00:38:42+00:00,0,0,0,0,,,,,davidsaidthis,335,"(salt spring island OR burnside-gorge OR rock bay OR gonzales park OR selkirk green OR kwakwaka?€?wakw OR nuu-chah-nulth) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",salt spring island OR burnside-gorge OR rock bay OR gonzales park OR selkirk green OR kwakwaka?€?wakw OR nuu-chah-nulth,Negative,0.768800616,No,No,4,Terry,
607,"Among the jubilation of the Johnstown Juneteenth Celebration at Central Park, community leaders met on Monday under the shade of a tent to discuss how to end racism. https://t.co/DlwkVFWpvm",33:41.9,1.54E+18,2022-06-13 21:05:04+00:00,0,0,0,0,,,,,tribunedemocrat,7330,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Positive,0.606437206,No,No,4,Terry,Labelled as unknown
1481,"The haters even state that Mayor Lisa Helps only ""claims"" to support #Pride  ????

The post and press release are in response to threats of gun violence directed at @VictoriaPride

Even @pivotlegal joined the hate. ???? https://t.co/AZ2UEu41ZN https://t.co/qdwFFuOvyG",40:06.0,1.54E+18,2022-06-19 17:17:18+00:00,0,0,0,0,,,,,photowarrior,634,"(from:stephen_andrew OR from:ninethreeseven OR from:coryresilient OR from:hattiecosta1 OR from:photowarrior) (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",individual,Negative,0.842374682,Yes,Yes,4,Terry,Labelled as unknown
1330,Leading by example. Way to go @yyj_housing! https://t.co/5sDBtnvFqR,35:15.7,1.54E+18,2022-06-18 04:12:18+00:00,0,0,1,0,,,,,TimFordWrites,800,YYJ (avi OR cool aid society OR homelessness services association of bc OR red cedar caf?? OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,YYJ,Positive,0.965283275,Yes,Yes,4,Terry,From yyj_housing
995,"BC Housing has submitted its application to build a 6-storey Passive House permanent modular wood building near Victoria Drive &amp; Southeast Marine Drive.

It will contain 72 studio units under the supportive housing model. #vanpoli #vanre

https://t.co/MVzNZisPr8",34:26.8,1.54E+18,2022-06-14 03:39:17+00:00,0,2,17,4,,,,,JennyTa22393082,388,Victoria (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,Victoria,Neutral,0.843553066,Yes,No,4,Terry,"Changed, about vancouver"
1411,"The M'akola Housing Society Offices will be closed for National Indigenous People's Day (June 21) and will reopen for regular business hours on Wednesday, June 22, 2022. Have an amazing celebration day. https://t.co/kEU4YqUlqt",38:32.3,1.54E+18,2022-06-20 16:03:20+00:00,0,0,3,0,,,,,makolahousing,2933,(from:svdpvi OR from:makolahousing OR from:vandupeople OR from:spd_community OR from:anawimhouse) (avi OR cool aid society OR homelessness services association of bc OR red cedar caf?? OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,individual,Positive,0.942984998,No,No,4,Terry,Labelled as unknown
422,Rockland County man accused of killing Orange County resident https://t.co/dzjsbjjESg via @lohud,33:20.0,1.54E+18,2022-06-18 18:07:44+00:00,0,0,0,0,,,,,ReporterSteve77,56,(oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum) (avi OR cool aid society OR homelessness services association of bc OR red cedar caf?? OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum,Neutral,0.504350543,Yes,No,4,Terry,
1140,"It?€?s about time. Vaccine mandates lifted in #Victoria except for those working in residential aged care, healthcare, disability care &amp; emergency services.",34:31.7,1.54E+18,2022-06-20 07:56:50+00:00,0,0,2,0,,,,,Donovan_W_G,1038,"Victoria (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",Victoria,Neutral,0.763518333,Yes,No,4,Terry,
1252,"Snakes and turtles, oh my! Explorers learned all about reptiles (and even got to meet a few) from an expert guide out at the Wonders of Wassermann Camp today. Amateur explorers can join the next session of camp on outdoor sportsmanship by signing up at https://t.co/UF0OOd8dOz. https://t.co/C4f2aND98l",34:33.3,1.54E+18,2022-06-17 19:05:00+00:00,0,0,0,0,,,,,blakesspam1030,1026,Victoria (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,Victoria,Positive,0.938424945,No,No,4,Terry,
440,#OakBay - Affordable housing opportunities in Oak Bay under scrutiny https://t.co/MakLnMw8QI,33:23.7,1.54E+18,2022-06-20 16:13:21+00:00,0,0,0,0,,,,,BCHeadlines,2693,(oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum) (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum,Neutral,0.881492317,Yes,Yes,4,Terry,Labelled as unknown
1288,"????CAMP DATES - JAX?€????

Thursday July 14
4-8pm
Victoria Park - Jacksonville, FL
https://t.co/jNi5EhrDpT

Thursday August 4
4-8pm
Victoria Park - Jacksonville, FL
https://t.co/8Ony32rJoo

??????10+ college coaches
??????Small, personalized camp environment
??????Max 60 players!

REGISTER TODAY! https://t.co/mRhWWX9nxu",34:33.3,1.54E+18,2022-06-14 23:31:08+00:00,0,0,3,1,,,,,TRFutbolSA1,374,Victoria (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,Victoria,Neutral,0.897792041,Yes,No,4,Terry,
964,When I left Victoria there must have been a hundred homeless living within 100 meters of where this photo was taken. https://t.co/CEA1ExAH7V,34:26.8,1.54E+18,2022-06-17 22:58:04+00:00,1,0,2,0,,,,,EvanRiggss,149,Victoria (aryze developments OR district of saanich OR literacy victoria OR restorative justice victoria OR the downtown victoria business association OR township of esquimalt OR victoria placemaking OR emergency housing OR reaching home OR front line worker OR front line OR thief OR homeless OR addicted OR povertypimps) lang:en -is:retweet,Victoria,Neutral,0.534296453,Yes,Yes,4,Terry,
553,"This Friday night, 24june, Petty Theft makes its way to an area we?€?ve not gotten out to often over the years?€?we?€?ll be in Azle at the Central Park Amphitheater for Music in the Park, rollin?€? out those Petty hits you love so come see?€?8p downbeat",33:37.7,1.54E+18,2022-06-20 06:23:05+00:00,8,3,30,0,,,,,theoldgreywolf,98905,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Positive,0.663062513,No,No,4,Terry,
38,"@Vyper_54 @JCFrancke @RobynDODonnell @RSBNetwork Her lawyer are now arguing that no reasonable person would have believed her ludicrous claims of election fraud as Dominion is in the process of suing het into oblivion ????????????

https://t.co/eW1PpJKQ",31:49.9,1.54E+18,2022-06-20 13:12:51+00:00,1,0,0,0,,,,,Wayhix,37,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Negative,0.598430037,Yes,No,4,Terry,
449,"I just got the smell of summer ???? popcorn, earth, trees, camping, the river, stars, flashlights, tubes, WATERMELON ????, quadra island",33:26.3,1.54E+18,2022-06-16 06:42:29+00:00,0,0,1,0,,,,,Joekay999,7,"(oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",oak bay OR rockland OR quadra OR beacon hill park OR harris green OR coast salish OR tseycum,Positive,0.9602651,Yes,No,4,Terry,
668,"Proud to stand strong with my @HackneyLabour comrades, trade unions, families &amp; young people who have had enough of #Tories leaving millions more in poverty in this #CostOfLivingCrisis #WeDemandBetter

Hasta la Victoria Siempre! ??????????? https://t.co/KFCdrnArtb",34:20.6,1.54E+18,2022-06-18 15:18:45+00:00,1,2,26,7,"Hackney, London",2a3f152d1ac5044a,"[-0.104501, 51.518605, -0.015834, 51.5766844]",,Bauldrick1,0,Victoria (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,Victoria,Positive,0.666824698,Yes,No,4,Terry,Labelled as unknown
1272,False Step by Victoria Helen Stone is currently $0.99 https://t.co/6MpAcRt5BQ (kindle),34:33.3,1.54E+18,2022-06-16 05:33:45+00:00,0,0,0,0,,,,,rtjnft,932,Victoria (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,Victoria,Neutral,0.893594325,No,No,4,Terry,
1425,"Caught between the housing and climate crises, the clay cliffs have never been so unstable. https://t.co/uQPQlLl6pw",39:18.6,1.54E+18,2022-06-19 12:00:00+00:00,15,3,25,5,,,,,saanichnews,15344,(from:saanichnews OR from:goldstreamnews OR from:sookenews OR from:oakbaynews OR from:cbcnews) (avi OR cool aid society OR homelessness services association of bc OR red cedar caf?? OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,individual,Negative,0.711674869,Yes,Yes,4,Terry,Labelled as unknown
1235,@EmilyTisbury @albert_boxer @victoria_racing Yes you can buy a 2x2 metre grow tent and a 600W grow light to do it easily,34:33.3,1.54E+18,2022-06-19 11:30:29+00:00,0,0,1,0,,,,,treefallsontent,96,Victoria (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,Victoria,Neutral,0.783841252,Yes,No,4,Terry,
265,"@Pafar @Super70sSports We walked thru/by many of the scenes where it was filmed in basic training, that gorge with the big bridge, the Russian/Czech â€œcampâ€, and a few other places.",6/20/2022 13:32,1.54E+18,2022-06-16 21:54:29+00:00,0,0,0,0,,,,,KaylAK47,3523,(sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,sooke OR gonzales OR foul bay OR the gorge OR royal athletic park OR selkirk trestle OR wsÃ¡neÄ‡,Neutral,0.848978162,,No,5,Oren,
705,"@rachelbaxendale Itâ€™s called Foundation in Victoria. Has been for the whole 7 years I was on the school council of my daughters primary school. 

But you clearly CGAAF about reporting the actual truth, you just want to report the version you think your flog of an owner wants you to vomit our",6/20/2022 13:34,1.54E+18,2022-06-16 10:05:02+00:00,0,0,0,0,,,,,NikiBriscoe2,0,Victoria (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,Victoria,Neutral,0.757487297,,No,5,Oren,
1254,"https://t.co/oLTQgvg43t Now Playing - If I Come Back by Victoria feat.Nick Colon-
Buy Now
https://t.co/wtJXaeKZdZ",6/20/2022 13:34,1.54E+18,2022-06-17 17:06:54+00:00,0,0,0,0,,,,,BerniePauly,3364,Victoria (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,Victoria,Neutral,0.83110261,,No,5,Oren,
621,"Bruce Williams, CEO of the Greater Victoria Chamber of Commerce, is celebrating 2 years as CEO today! ðŸŽ‰

Bruce joined The Chamber in the midst of the COVID-19 pandemic and has led the team through a turbulent time to continued success. 

#YYJBiz #victoriachamber #chambernetwork https://t.co/iq0YwGgGBr",6/20/2022 13:33,1.54E+18,2022-06-15 21:34:55+00:00,1,1,17,1,,,,,ChamberVictoria,10736,Greater Victoria (aceh OR city of langford OR greater victoria housing society OR peers victoria resources society OR substance uvic OR the victoria foundation OR victoria chamber OR workbc OR people with lived experience OR service provider OR front line OR poverty OR tent OR affordable OR alcoholic OR social problem) lang:en -is:retweet,Greater Victoria,Positive,0.939435005,,No,5,Oren,
78,@Sidney_Football Love it!  Saw Devan helping out at camp the night I was there.,6/20/2022 13:31,1.54E+18,2022-06-18 14:38:27+00:00,0,0,2,0,,,,,JaredLuginbill,6532,(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Positive,0.976547122,,No,5,Oren,
